code,amount,date,name,area
753,4099999.0,2010,"De sociedades mercantiles, entidades públicas empresariales y otros organismos públicos dependientes de las Comunidades Autón",funcional
77,383623.0,2010,De Empresas Privadas,funcional
79,78348289.0,2010,Del Exterior,funcional
791,7820638.0,2010,Del Fondo de Desarrollo Regional,funcional
792,70527651.0,2010,Del Fondo de Cohesión,funcional
9,257381385.0,2010,Pasivos financieros,funcional
90,128690693.0,2010,Emisión de Deuda Pública en euros,funcional
901,128690693.0,2010,Emisión de Deuda Pública en euros a largo plazo,funcional
91,128690692.0,2010,Préstamos recibidos en euros,funcional
913,128690692.0,2010,Préstamos recibidos a largo plazo de entes de fuera del sector público,funcional
1,1732521419.0,2011,Impuestos directos,funcional
10,113773548.0,2011,Impuesto sobre la Renta,funcional
100,113773548.0,2011,Impuestos sobre la Renta de las Personas Físicas,funcional
11,1493049544.0,2011,Impuestos sobre el capital,funcional
112,32531.0,2011,Impuesto sobre Bienes Inmuebles Bienes Inmubles de Naturaleza Rústica,funcional
113,1020583422.0,2011,Impuesto sobre Bienes Inmuebles Bienes inmuebles de Naturaleza Urbana,funcional
114,43544618.0,2011,Impuesto sobre Bienes Inmuebles Bienes Inmuebles de características especiales,funcional
115,185388973.0,2011,Impuesto sobre Vehículos de Tracción Mecánica,funcional
116,243500000.0,2011,Impuesto sobre Incremento del Valor de los Terrenos de Naturaleza Urbana,funcional
13,125638327.0,2011,Impuesto sobre las Actividades Económicas,funcional
130,125638327.0,2011,Impuesto sobre Actividades Económicas,funcional
18,60000.0,2011,Impuestos directos extinguidos,funcional
2,151532846.0,2011,Impuestos indirectos,funcional
21,50841193.0,2011,Impuestos sobre el Valor Añadido,funcional
210,50841193.0,2011,Impuesto sobre el Valor Añadido,funcional
22,14670360.0,2011,Sobre consumos específicos,funcional
220-00,802090.0,2011,Impuesto sobre el alcohol y bebidas derivadas,funcional
220-01,283260.0,2011,Impuesto sobre la cerveza,funcional
220-03,6860610.0,2011,Impuesto sobre las labores del tabaco,funcional
220-04,6705840.0,2011,Impuesto sobre hidrocarburos,funcional
220-06,18560.0,2011,Impuesto sobre productos intermedios,funcional
29,86021293.0,2011,Otros impuestos indirectos,funcional
290,86021000.0,2011,"Impuesto sobre construcciones, instalaciones y obras",funcional
291,293.0,2011,Impuesto sobre gastos suntuarios (Cotos de caza y pesca),funcional
3,912765491.0,2011,Tasas y otros ingresos,funcional
30,161385914.0,2011,Tasas por la prestación de servicios públicos básicos,funcional
302,45000.0,2011,Servicio de recogida de basuras,funcional
303,147744683.0,2011,Servicio de tratamiento de residuos,funcional
309,13596231.0,2011,Otras tasas por prestación de servicios básicos,funcional
31,1353481.0,2011,Tasas por la prestación de servicios públicos de carácter social y preferente,funcional
311,1053481.0,2011,Servicios asistenciales,funcional
319,300000.0,2011,Otras tasas por prestación de servicios de carácter preferente,funcional
32,44936415.0,2011,Tasas por la realización de actividades de competencia local,funcional
321,11643000.0,2011,Licencias urbanísticas,funcional
322,2057000.0,2011,Cedulas de habitabilidad y licencias de primera ocupación,funcional
325,1150232.0,2011,Tasa por expedición de documentos,funcional
326,28946685.0,2011,Tasa por retirada de vehículos,funcional
329,1139498.0,2011,Otras tasas por la realización de actividades de competencia local,funcional
33,271331434.0,2011,Tasas por la utilización privativa o el aprovechamiento especial del dominio público local,funcional
330,85338526.0,2011,Tasa de estacionamiento de vehículos,funcional
331,45016764.0,2011,Tasa por entrada de vehículos,funcional
332,40201038.0,2011,Tasa por utilización privativa o aprovechamiento especial por empresas explotadoras de servicios de suministros,funcional
333,34126868.0,2011,Tasa por utilización privativa o aprovechamiento especial por empresas explotadoras de servicios de telecomunicaciones,funcional
334,312378.0,2011,Tasa por apertura de calas y zanjas,funcional
335,5971814.0,2011,Tasa por ocupación de la vía pública con terrazas,funcional
338,43862472.0,2011,Compensación de Telefónica de España SA,funcional
339,16501574.0,2011,Otras tasas por utilización privativa del dominio público,funcional
34,55511313.0,2011,Precios públicos,funcional
342,35000.0,2011,Servicios educativos,funcional
343,38890000.0,2011,Servicios deportivos,funcional
349,16586313.0,2011,Otros precios públicos,funcional
35,21000000.0,2011,Contribuciones especiales,funcional
351,21000000.0,2011,Para el establecimiento o ampliación de servicios,funcional
36,67500.0,2011,Ventas,funcional
38,2228110.0,2011,Reintegros de operaciones corrientes,funcional
389,2228110.0,2011,Otros reintegros de operaciones corrientes,funcional
39,354951324.0,2011,Otros ingresos,funcional
391,260149660.0,2011,Multas,funcional
391-00,5218797.0,2011,Multas por infracciones urbanísticas,funcional
391-10,11592128.0,2011,Multas por infracciones tributarias y análogas,funcional
391-20,220000000.0,2011,Multas por infracciones de la Ordenanza de circulación,funcional
391-90,23338735.0,2011,Otras multas y sanciones,funcional
392,22273872.0,2011,Recargos del periodo ejecutivo y por declaración extemporánea sin requerimiento previo,funcional
392-00,1913872.0,2011,Rec. declaración extemporania sin requerimiento previo,funcional
392-10,4784600.0,2011,Recargo ejecutivo,funcional
392-11,15575400.0,2011,Recargo de apremio,funcional
393,13153042.0,2011,Intereses de demora,funcional
397,10623637.0,2011,Aprovechamientos urbanísticos,funcional
397-10,10623637.0,2011,Otros ingresos por aprovechamientos urbanísticos,funcional
399,48751113.0,2011,Otros ingresos diversos,funcional
4,1280266022.0,2011,Transferencias corrientes,funcional
42,1167789002.0,2011,De la Administración del Estado,funcional
420,1166921629.0,2011,De la Administración General del Estado,funcional
420-10,1161070510.0,2011,Fondo Complementario de Financiación,funcional
420-20,5681119.0,2011,Compensación por beneficios fiscales,funcional
420-90,170000.0,2011,Otras transferencias corrientes de la Administración General del Estado,funcional
421,526373.0,2011,De Organismos Autónomos y agencias estatales,funcional
421-90,526373.0,2011,De otros Organismos Autónomos y Agencias,funcional
423,341000.0,2011,"De sociedades mercantiles estatales, entidades públicas empresariales y otros organismos públicos",funcional
423-00,341000.0,2011,De Loterías y Apuestas del Estado,funcional
45,111692582.0,2011,De Comunidades Autónomas,funcional
450,109192582.0,2011,De la Administración General de las Comunidades Autónomas,funcional
450-02,91500700.0,2011,Transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma en materia de Servicios Sociales y,funcional
450-30,8130846.0,2011,Transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma en materia de Educación,funcional
450-50,1030952.0,2011,Transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma en materia de Empleo y Desarrollo,funcional
450-60,83125.0,2011,Otras transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma,funcional
450-80,8446959.0,2011,Otras subvenciones corrientes de la Administración General de la Comunidad Autónoma,funcional
451,2500000.0,2011,De Organismos Autónomos y agencias de las Comunidades Autónomas,funcional
48,200000.0,2011,De Familias e Instituciones sin fines de lucro,funcional
49,584438.0,2011,Del Exterior,funcional
491,551638.0,2011,Del Fondo de Desarrollo Regional,funcional
492,32800.0,2011,Del Fondo de Cohesión,funcional
5,400799360.0,2011,Ingresos patrimoniales,funcional
52,500000.0,2011,Intereses de depósitos,funcional
53,29986460.0,2011,Dividendos y participación beneficios,funcional
534,29986460.0,2011,"De Sociedades mercantiles, entidades públicas empresariales y otros organismos públicos",funcional
534-00,29986460.0,2011,De sociedades y entidades dependientes de las entidades locales,funcional
54,350.0,2011,Rentas de bienes inmuebles,funcional
549,350.0,2011,Otras rentas de bienes inmuebles,funcional
55,370289857.0,2011,Productos de concesiones y aprovechamientos especiales,funcional
550,38748569.0,2011,De concesiones administrativas con contraprestación periódica,funcional
551,327585163.0,2011,De concesiones administrativas con contraprestación no periódica,funcional
552,3788725.0,2011,Derecho de superficie con contraprestación periódica,funcional
559,167400.0,2011,Otras concesiones y aprovechamientos,funcional
59,22693.0,2011,Otros ingresos patrimoniales,funcional
599,22693.0,2011,Otros ingresos patrimoniales,funcional
6,52799294.0,2011,Enajenación de inversiones reales,funcional
60,52799294.0,2011,De Terrenos,funcional
603,52799294.0,2011,Patrimonio público del suelo,funcional
7,33504087.0,2011,Transferencias de capital,funcional
72,9000.0,2011,De la Administración del Estado,funcional
723,9000.0,2011,"De sociedades mercantiles estatales, entidades públicas empresariales y otros organismos públicos",funcional
723-00,9000.0,2011,De Loterías y Apuestas del Estado,funcional
75,1042727.0,2011,De Comunidades Autónomas,funcional
753,1042727.0,2011,"De sociedades mercantiles, entidades públicas empresariales y otros organismos públicos dependientes de las Comunidades Autón",funcional
77,51667.0,2011,De Empresas Privadas,funcional
79,32400693.0,2011,Del Exterior,funcional
791,5140570.0,2011,Del Fondo de Desarrollo Regional,funcional
792,27260123.0,2011,Del Fondo de Cohesión,funcional
1,1796362152.0,2012,Impuestos directos,funcional
10,109981156.0,2012,Impuesto sobre la Renta,funcional
100,109981156.0,2012,Impuestos sobre la Renta de las Personas Físicas,funcional
11,1564527888.0,2012,Impuestos sobre el capital,funcional
112,32531.0,2012,Impuesto sobre Bienes Inmuebles Bienes Inmubles de Naturaleza Rústica,funcional
113,1072752448.0,2012,Impuesto sobre Bienes Inmuebles Bienes inmuebles de Naturaleza Urbana,funcional
114,46185442.0,2012,Impuesto sobre Bienes Inmuebles Bienes Inmuebles de características especiales,funcional
115,168044684.0,2012,Impuesto sobre Vehículos de Tracción Mecánica,funcional
116,277512783.0,2012,Impuesto sobre Incremento del Valor de los Terrenos de Naturaleza Urbana,funcional
13,121793108.0,2012,Impuesto sobre las Actividades Económicas,funcional
130,121793108.0,2012,Impuesto sobre Actividades Económicas,funcional
18,60000.0,2012,Impuestos directos extinguidos,funcional
2,160815027.0,2012,Impuestos indirectos,funcional
21,72602350.0,2012,Impuestos sobre el Valor Añadido,funcional
210,72602350.0,2012,Impuesto sobre el Valor Añadido,funcional
22,13898465.0,2012,Sobre consumos específicos,funcional
220-00,773808.0,2012,Impuesto sobre el alcohol y bebidas derivadas,funcional
220-01,307474.0,2012,Impuesto sobre la cerveza,funcional
220-03,6403845.0,2012,Impuesto sobre las labores del tabaco,funcional
220-04,6395565.0,2012,Impuesto sobre hidrocarburos,funcional
220-06,17773.0,2012,Impuesto sobre productos intermedios,funcional
29,74314212.0,2012,Otros impuestos indirectos,funcional
290,74313916.0,2012,"Impuesto sobre construcciones, instalaciones y obras",funcional
291,296.0,2012,Impuesto sobre gastos suntuarios (Cotos de caza y pesca),funcional
3,835871223.0,2012,Tasas y otros ingresos,funcional
30,185491815.0,2012,Tasas por la prestación de servicios públicos básicos,funcional
302,60000.0,2012,Servicio de recogida de basuras,funcional
303,149897972.0,2012,Servicio de tratamiento de residuos,funcional
309,35533843.0,2012,Otras tasas por prestación de servicios básicos,funcional
31,1488168.0,2012,Tasas por la prestación de servicios públicos de carácter social y preferente,funcional
311,1188168.0,2012,Servicios asistenciales,funcional
319,300000.0,2012,Otras tasas por prestación de servicios de carácter preferente,funcional
32,48478518.0,2012,Tasas por la realización de actividades de competencia local,funcional
321,20290998.0,2012,Licencias urbanísticas,funcional
322,1446000.0,2012,Cedulas de habitabilidad y licencias de primera ocupación,funcional
325,971200.0,2012,Tasa por expedición de documentos,funcional
326,24586220.0,2012,Tasa por retirada de vehículos,funcional
329,1184100.0,2012,Otras tasas por la realización de actividades de competencia local,funcional
33,245020546.0,2012,Tasas por la utilización privativa o el aprovechamiento especial del dominio público local,funcional
330,80472628.0,2012,Tasa de estacionamiento de vehículos,funcional
331,49026000.0,2012,Tasa por entrada de vehículos,funcional
332,43633557.0,2012,Tasa por utilización privativa o aprovechamiento especial por empresas explotadoras de servicios de suministros,funcional
333,30210000.0,2012,Tasa por utilización privativa o aprovechamiento especial por empresas explotadoras de servicios de telecomunicaciones,funcional
334,242000.0,2012,Tasa por apertura de calas y zanjas,funcional
335,5730000.0,2012,Tasa por ocupación de la vía pública con terrazas,funcional
338,20977192.0,2012,Compensación de Telefónica de España SA,funcional
339,14729169.0,2012,Otras tasas por utilización privativa del dominio público,funcional
34,53764842.0,2012,Precios públicos,funcional
341,633651.0,2012,Servicios asistenciales,funcional
342,11749532.0,2012,Servicios educativos,funcional
343,38944204.0,2012,Servicios deportivos,funcional
344,8000.0,2012,"Entradas a museos, exposiciones, espectáculos",funcional
349,2429455.0,2012,Otros precios públicos,funcional
36,112800.0,2012,Ventas,funcional
38,2000000.0,2012,Reintegros de operaciones corrientes,funcional
389,2000000.0,2012,Otros reintegros de operaciones corrientes,funcional
39,299514534.0,2012,Otros ingresos,funcional
391,200247015.0,2012,Multas,funcional
391-00,3169586.0,2012,Multas por infracciones urbanísticas,funcional
391-10,10249474.0,2012,Multas por infracciones tributarias y análogas,funcional
391-20,175950000.0,2012,Multas por infracciones de la Ordenanza de circulación,funcional
391-90,10877955.0,2012,Otras multas y sanciones,funcional
392,26717228.0,2012,Recargos del periodo ejecutivo y por declaración extemporánea sin requerimiento previo,funcional
392-00,3132091.0,2012,Rec. declaración extemporania sin requerimiento previo,funcional
392-10,1875099.0,2012,Recargo ejecutivo,funcional
392-11,21710038.0,2012,Recargo de apremio,funcional
393,12734444.0,2012,Intereses de demora,funcional
397,11561339.0,2012,Aprovechamientos urbanísticos,funcional
397-10,11561339.0,2012,Otros ingresos por aprovechamientos urbanísticos,funcional
399,48254508.0,2012,Otros ingresos diversos,funcional
4,1339311620.0,2012,Transferencias corrientes,funcional
42,1250657865.0,2012,De la Administración del Estado,funcional
420,1249927468.0,2012,De la Administración General del Estado,funcional
420-10,1242966196.0,2012,Fondo Complementario de Financiación,funcional
420-20,6961272.0,2012,Compensación por beneficios fiscales,funcional
421,389397.0,2012,De Organismos Autónomos y agencias estatales,funcional
421-90,389397.0,2012,De otros Organismos Autónomos y Agencias,funcional
423,341000.0,2012,"De sociedades mercantiles estatales, entidades públicas empresariales y otros organismos públicos",funcional
423-00,341000.0,2012,De Loterías y Apuestas del Estado,funcional
45,87614034.0,2012,De Comunidades Autónomas,funcional
450,85232034.0,2012,De la Administración General de las Comunidades Autónomas,funcional
450-02,70359459.0,2012,Transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma en materia de Servicios Sociales y,funcional
450-30,13345122.0,2012,Transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma en materia de Educación,funcional
450-50,1019814.0,2012,Transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma en materia de Empleo y Desarrollo,funcional
450-60,507639.0,2012,Otras transferencias corrientes en cumplimiento de convenios suscritos con la Comunidad Autónoma,funcional
451,2382000.0,2012,De Organismos Autónomos y agencias de las Comunidades Autónomas,funcional
47,10000.0,2012,De Empresas Privadas,funcional
48,180000.0,2012,De Familias e Instituciones sin fines de lucro,funcional
49,849721.0,2012,Del Exterior,funcional
491,809721.0,2012,Del Fondo de Desarrollo Regional,funcional
492,40000.0,2012,Del Fondo de Cohesión,funcional
5,145127750.0,2012,Ingresos patrimoniales,funcional
52,150000.0,2012,Intereses de depósitos,funcional
55,144951198.0,2012,Productos de concesiones y aprovechamientos especiales,funcional
550,47848863.0,2012,De concesiones administrativas con contraprestación periódica,funcional
551,94644454.0,2012,De concesiones administrativas con contraprestación no periódica,funcional
552,2263583.0,2012,Derecho de superficie con contraprestación periódica,funcional
559,194298.0,2012,Otras concesiones y aprovechamientos,funcional
59,26552.0,2012,Otros ingresos patrimoniales,funcional
599,26552.0,2012,Otros ingresos patrimoniales,funcional
6,114969145.0,2012,Enajenación de inversiones reales,funcional
60,114969145.0,2012,De Terrenos,funcional
603,107925395.0,2012,Patrimonio público del suelo,funcional
609,7043750.0,2012,Otros terrenos,funcional
7,19442981.0,2012,Transferencias de capital,funcional
72,9000.0,2012,De la Administración del Estado,funcional
723,9000.0,2012,"De sociedades mercantiles estatales, entidades públicas empresariales y otros organismos públicos",funcional
723-00,9000.0,2012,De Loterías y Apuestas del Estado,funcional
77,817932.0,2012,De Empresas Privadas,funcional
79,18616049.0,2012,Del Exterior,funcional
791,780000.0,2012,Del Fondo de Desarrollo Regional,funcional
792,17836049.0,2012,Del Fondo de Cohesión,funcional
8,245000000.0,2012,Activos financieros,funcional
85,245000000.0,2012,Enajenación de acciones y participaciones del sector público,funcional
1,1969107263.0,2013,Impuestos directos,funcional
10,102741269.0,2013,Impuesto sobre la Renta,funcional
100,102741269.0,2013,Impuestos sobre la Renta de las Personas Físicas,funcional
11,1746871150.0,2013,Impuestos sobre el capital,funcional
112,404583.0,2013,Impuesto sobre Bienes Inmuebles Bienes Inmubles de Naturaleza Rústica,funcional
113,1130573647.0,2013,Impuesto sobre Bienes Inmuebles Bienes inmuebles de Naturaleza Urbana,funcional
114,48468273.0,2013,Impuesto sobre Bienes Inmuebles Bienes Inmuebles de características especiales,funcional
115,151701063.0,2013,Impuesto sobre Vehículos de Tracción Mecánica,funcional
116,415723584.0,2013,Impuesto sobre Incremento del Valor de los Terrenos de Naturaleza Urbana,funcional
13,119443313.0,2013,Impuesto sobre las Actividades Económicas,funcional
130,119443313.0,2013,Impuesto sobre Actividades Económicas,funcional
18,51531.0,2013,Impuestos directos extinguidos,funcional
2,120075678.0,2013,Impuestos indirectos,funcional
21,52772566.0,2013,Impuestos sobre el Valor Añadido,funcional
210,52772566.0,2013,Impuesto sobre el Valor Añadido,funcional
22,13396770.0,2013,Sobre consumos específicos,funcional
220-00,720323.0,2013,Impuesto sobre el alcohol y bebidas derivadas,funcional
220-01,266992.0,2013,Impuesto sobre la cerveza,funcional
220-03,6562989.0,2013,Impuesto sobre las labores del tabaco,funcional
220-04,5830182.0,2013,Impuesto sobre hidrocarburos,funcional
220-06,16284.0,2013,Impuesto sobre productos intermedios,funcional
29,53906342.0,2013,Otros impuestos indirectos,funcional
290,53906042.0,2013,"Impuesto sobre construcciones, instalaciones y obras",funcional
291,300.0,2013,Impuesto sobre gastos suntuarios (Cotos de caza y pesca),funcional
3,639371789.0,2013,Tasas y otros ingresos,funcional
30,153338611.0,2013,Tasas por la prestación de servicios públicos básicos,funcional
302,22117.0,2013,Servicio de recogida de basuras,funcional
303,128682328.0,2013,Servicio de tratamiento de residuos,funcional
309,24634166.0,2013,Otras tasas por prestación de servicios básicos,funcional
31,1175077.0,2013,Tasas por la prestación de servicios públicos de carácter social y preferente,funcional
311,950061.0,2013,Servicios asistenciales,funcional
319,225016.0,2013,Otras tasas por prestación de servicios de carácter preferente,funcional
32,18140158.0,2013,Tasas por la realización de actividades de competencia local,funcional
321,7056334.0,2013,Licencias urbanísticas,funcional
322,1779595.0,2013,Cedulas de habitabilidad y licencias de primera ocupación,funcional
325,349822.0,2013,Tasa por expedición de documentos,funcional
326,8028980.0,2013,Tasa por retirada de vehículos,funcional
329,925427.0,2013,Otras tasas por la realización de actividades de competencia local,funcional
33,183430933.0,2013,Tasas por la utilización privativa o el aprovechamiento especial del dominio público local,funcional
330,88373126.0,2013,Tasa de estacionamiento de vehículos,funcional
331,30095431.0,2013,Tasa por entrada de vehículos,funcional
332,27797562.0,2013,Tasa por utilización privativa o aprovechamiento especial por empresas explotadoras de servicios de suministros,funcional
334,217120.0,2013,Tasa por apertura de calas y zanjas,funcional
335,7583340.0,2013,Tasa por ocupación de la vía pública con terrazas,funcional
338,18438539.0,2013,Compensación de Telefónica de España SA,funcional
339,10925815.0,2013,Otras tasas por utilización privativa del dominio público,funcional
34,57219017.0,2013,Precios públicos,funcional
341,80000.0,2013,Servicios asistenciales,funcional
342,12714688.0,2013,Servicios educativos,funcional
343,41447059.0,2013,Servicios deportivos,funcional
349,2977270.0,2013,Otros precios públicos,funcional
36,993275.0,2013,Ventas,funcional
38,2000000.0,2013,Reintegros de operaciones corrientes,funcional
389,2000000.0,2013,Otros reintegros de operaciones corrientes,funcional
39,223074718.0,2013,Otros ingresos,funcional
391,131536826.0,2013,Multas,funcional
391-00,1549956.0,2013,Multas por infracciones urbanísticas,funcional
391-10,4321070.0,2013,Multas por infracciones tributarias y análogas,funcional
391-20,118583800.0,2013,Multas por infracciones de la Ordenanza de circulación,funcional
391-90,7082000.0,2013,Otras multas y sanciones,funcional
392,28541878.0,2013,Recargos del periodo ejecutivo y por declaración extemporánea sin requerimiento previo,funcional
392-00,318692.0,2013,Rec. declaración extemporania sin requerimiento previo,funcional
392-10,2232099.0,2013,Recargo ejecutivo,funcional
392-11,25991087.0,2013,Recargo de apremio,funcional
393,11402517.0,2013,Intereses de demora,funcional
397,9307562.0,2013,Aprovechamientos urbanísticos,funcional
